ID,Describing the Symptoms,assuring,diagnosing symptom,Specific Answer,Asks,Symptom,Ask1,Symptom1,Ask2,Symptom2,Description,InspectionList,Car Problem
574,"If you're not sure what the problem is, start by describing the symptoms:","Hear - I hear it (i.e. a rattle, a knock, or a squeal)",What noise do you hear?,"Chirp - High pitched rapidly repeating sound, like birds chirping",When do you hear the chirp?,When I accelerate,Where do you hear the chirp when you accelerate?,From the font wheels,,,"Wheel bearings can wear over time because of dirt, lack of lubrication, and improper adjustment. A loose or worn wheel bearing can cause noises and vibrations. It can also affect vehicle handling, braking, and tire wear.","2) Jack up the vehicle. Every vehicle comes equipped with a jack from the factory. To locate and properly use this jack, see the vehicle owners manual.",Wheel Bearing Failure
575,"If you're not sure what the problem is, start by describing the symptoms:","Hear - I hear it (i.e. a rattle, a knock, or a squeal)",What noise do you hear?,"Chirp - High pitched rapidly repeating sound, like birds chirping",When do you hear the chirp?,When I accelerate,Where do you hear the chirp when you accelerate?,From the font wheels,,,"Wheel bearings can wear over time because of dirt, lack of lubrication, and improper adjustment. A loose or worn wheel bearing can cause noises and vibrations. It can also affect vehicle handling, braking, and tire wear.",3) Secure the vehicle with jack stands on both sides for safety before starting any work. Do not rely on the jack to hold the vehicle up while working.,Wheel Bearing Failure
576,"If you're not sure what the problem is, start by describing the symptoms:","Hear - I hear it (i.e. a rattle, a knock, or a squeal)",What noise do you hear?,"Chirp - High pitched rapidly repeating sound, like birds chirping",When do you hear the chirp?,When I accelerate,Where do you hear the chirp when you accelerate?,From the font wheels,,,"Wheel bearings can wear over time because of dirt, lack of lubrication, and improper adjustment. A loose or worn wheel bearing can cause noises and vibrations. It can also affect vehicle handling, braking, and tire wear.",4) Spin the tire assembly and listen for any grinding and rumbling noises. A normal wheel bearing should sound uniform as it spins.,Wheel Bearing Failure
577,"If you're not sure what the problem is, start by describing the symptoms:","Hear - I hear it (i.e. a rattle, a knock, or a squeal)",What noise do you hear?,"Chirp - High pitched rapidly repeating sound, like birds chirping",When do you hear the chirp?,When I accelerate,Where do you hear the chirp when you accelerate?,From the font wheels,,,"Wheel bearings can wear over time because of dirt, lack of lubrication, and improper adjustment. A loose or worn wheel bearing can cause noises and vibrations. It can also affect vehicle handling, braking, and tire wear.","5) Next, grab the tire at the twelve o'clock and six o'clock position. Try and wobble the tire and wheel back and forth. There should be very little play when doing this. If there is too much play, the wheel bearings could be worn or out of adjustment.",Wheel Bearing Failure
578,"If you're not sure what the problem is, start by describing the symptoms:","Hear - I hear it (i.e. a rattle, a knock, or a squeal)",What noise do you hear?,"Chirp - High pitched rapidly repeating sound, like birds chirping",When do you hear the chirp?,When I accelerate,Where do you hear the chirp when you accelerate?,Engine Compartment,,,"A serpentine belt is a rubber belt that is driven by pulleys connected to the engine, the belt then runs motors and pumps that are necessary to help keep your vehicle running. When your serpentine belt begins to make noise or is noticebly worn or damaged, its time to replace it. A bad serpentine belt can cause your vehicle to stall, steering to tighten up, and even overheat your vehicle.",1) Open the vehicles hood and locate the vehicles serpentine belt.,Loose or Worn Drive Belt
579,"If you're not sure what the problem is, start by describing the symptoms:","Hear - I hear it (i.e. a rattle, a knock, or a squeal)",What noise do you hear?,"Chirp - High pitched rapidly repeating sound, like birds chirping",When do you hear the chirp?,When I accelerate,Where do you hear the chirp when you accelerate?,Engine Compartment,,,"A serpentine belt is a rubber belt that is driven by pulleys connected to the engine, the belt then runs motors and pumps that are necessary to help keep your vehicle running. When your serpentine belt begins to make noise or is noticebly worn or damaged, its time to replace it. A bad serpentine belt can cause your vehicle to stall, steering to tighten up, and even overheat your vehicle.","2) Inspect the ribs on the serpentine belt. Check for cracks in the rubber, fraying, or chips to the belt. Look for signs of fluids that may have spilled on the belt.",Loose or Worn Drive Belt
580,"If you're not sure what the problem is, start by describing the symptoms:","Hear - I hear it (i.e. a rattle, a knock, or a squeal)",What noise do you hear?,"Chirp - High pitched rapidly repeating sound, like birds chirping",When do you hear the chirp?,When I accelerate,Where do you hear the chirp when you accelerate?,Engine Compartment,,,"A serpentine belt is a rubber belt that is driven by pulleys connected to the engine, the belt then runs motors and pumps that are necessary to help keep your vehicle running. When your serpentine belt begins to make noise or is noticebly worn or damaged, its time to replace it. A bad serpentine belt can cause your vehicle to stall, steering to tighten up, and even overheat your vehicle.","3) Check the belt tension by pushing down in the middle of a section of the belt. It should not move more than a half inch. Look at the smooth side of the belt if it looks glazed, like it has a shine to it, the belt is probably loose and slipping on the pulleys.",Loose or Worn Drive Belt
581,"If you're not sure what the problem is, start by describing the symptoms:","Hear - I hear it (i.e. a rattle, a knock, or a squeal)",What noise do you hear?,"Chirp - High pitched rapidly repeating sound, like birds chirping",When do you hear the chirp?,When I accelerate,Where do you hear the chirp when you accelerate?,Under the vehicle,,,"Lack of lubrication, damage to the driveline, and normal wear and tear can cause u-joints to go bad.",1) Make sure the vehicle is parked on a solid level surface to ensure that it does not roll or lean when raised.,Worn or Damaged Universal Joints
582,"If you're not sure what the problem is, start by describing the symptoms:","Hear - I hear it (i.e. a rattle, a knock, or a squeal)",What noise do you hear?,"Chirp - High pitched rapidly repeating sound, like birds chirping",When do you hear the chirp?,When I accelerate,Where do you hear the chirp when you accelerate?,Under the vehicle,,,"Lack of lubrication, damage to the driveline, and normal wear and tear can cause u-joints to go bad.","2) Using a floor jack, raise the vehicle.",Worn or Damaged Universal Joints
583,"If you're not sure what the problem is, start by describing the symptoms:","Hear - I hear it (i.e. a rattle, a knock, or a squeal)",What noise do you hear?,"Chirp - High pitched rapidly repeating sound, like birds chirping",When do you hear the chirp?,When I accelerate,Where do you hear the chirp when you accelerate?,Under the vehicle,,,"Lack of lubrication, damage to the driveline, and normal wear and tear can cause u-joints to go bad.",3) Secure the vehicle with jack stands on both sides for safety before starting any work. Do not rely on the jack to hold the vehicle up while working.,Worn or Damaged Universal Joints
